census_birth_death
,CTYNAME,CENSUS2010POP,BIRTHS2010,DEATHS2010,STNAME,Births,Deaths
2,Autauga County,54571,150,157,Alabama,275,288
3,Baldwin County,182265,516,533,Alabama,283,292
4,Barbour County,27457,71,131,Alabama,259,477
5,Bibb County,22915,44,32,Alabama,192,140
6,Blount County,57322,184,131,Alabama,321,229
7,Bullock County,10914,39,53,Alabama,357,486
8,Butler County,20947,65,66,Alabama,310,315
9,Calhoun County,118572,318,311,Alabama,268,262
10,Chambers County,34215,83,80,Alabama,243,234
11,Cherokee County,25989,54,110,Alabama,208,423
12,Chilton County,43643,124,144,Alabama,284,330
13,Choctaw County,13859,29,21,Alabama,209,152
14,Clarke County,25833,49,45,Alabama,190,174
15,Clay County,13932,27,38,Alabama,194,273
16,Cleburne County,14972,42,22,Alabama,281,147
17,Coffee County,49948,168,77,Alabama,336,154
18,Colbert County,54428,162,130,Alabama,298,239
19,Conecuh County,13228,33,13,Alabama,249,98
20,Coosa County,11539,21,11,Alabama,182,95
21,Covington County,37765,100,91,Alabama,265,241
22,Crenshaw County,13906,36,23,Alabama,259,165
23,Cullman County,80406,249,228,Alabama,310,284
24,Dale County,50251,174,73,Alabama,346,145
25,Dallas County,43820,129,76,Alabama,294,173
26,DeKalb County,71109,232,152,Alabama,326,214
27,Elmore County,79303,234,191,Alabama,295,241
28,Escambia County,38319,121,62,Alabama,316,162
29,Etowah County,104430,260,287,Alabama,249,275
30,Fayette County,17241,41,39,Alabama,238,226
31,Franklin County,31704,120,65,Alabama,379,205
32,Geneva County,26790,75,117,Alabama,280,437
33,Greene County,9045,38,37,Alabama,420,409
34,Hale County,15760,55,27,Alabama,349,171
35,Henry County,17302,40,59,Alabama,231,341
36,Houston County,101547,323,232,Alabama,318,228
37,Jackson County,53227,144,130,Alabama,271,244
38,Jefferson County,658466,2105,1585,Alabama,320,241
39,Lamar County,14564,33,71,Alabama,227,488
40,Lauderdale County,92709,239,227,Alabama,258,245
41,Lawrence County,34339,78,60,Alabama,227,175
42,Lee County,140247,412,237,Alabama,294,169
43,Limestone County,82782,224,155,Alabama,271,187
44,Lowndes County,11299,37,18,Alabama,327,159
45,Macon County,21452,65,40,Alabama,303,186
46,Madison County,334811,967,600,Alabama,289,179
47,Marengo County,21027,48,100,Alabama,228,476
48,Marion County,30776,73,77,Alabama,237,250
49,Marshall County,93019,322,269,Alabama,346,289
50,Mobile County,412992,1345,949,Alabama,326,230
51,Monroe County,23068,56,39,Alabama,243,169
52,Montgomery County,229363,712,458,Alabama,310,200
53,Morgan County,119490,382,292,Alabama,320,244
54,Perry County,10591,32,18,Alabama,302,170
55,Pickens County,19746,53,31,Alabama,268,157
56,Pike County,32899,93,78,Alabama,283,237
57,Randolph County,22913,42,49,Alabama,183,214
58,Russell County,52947,189,93,Alabama,357,176
59,St. Clair County,83593,278,192,Alabama,333,230
60,Shelby County,195085,633,317,Alabama,324,162
61,Sumter County,13763,27,57,Alabama,196,414
62,Talladega County,82291,202,194,Alabama,245,236
63,Tallapoosa County,41616,128,162,Alabama,308,389
64,Tuscaloosa County,194656,562,323,Alabama,289,166
65,Walker County,67023,218,240,Alabama,325,358
66,Washington County,17581,41,25,Alabama,233,142
67,Wilcox County,11670,21,64,Alabama,180,548
68,Winston County,24484,59,61,Alabama,241,249
70,Aleutians East Borough,3141,2,1,Alaska,64,32
71,Aleutians West Census Area,5561,5,1,Alaska,90,18
72,Anchorage Municipality,291826,1161,314,Alaska,398,108
73,Bethel Census Area,17013,117,33,Alaska,688,194
74,Bristol Bay Borough,997,3,3,Alaska,301,301
75,Denali Borough,1826,9,3,Alaska,493,164
76,Dillingham Census Area,4847,19,17,Alaska,392,351
77,Fairbanks North Star Borough,97581,482,116,Alaska,494,119
78,Haines Borough,2508,2,10,Alaska,80,399
79,Hoonah-Angoon Census Area,2150,3,0,Alaska,140,0
80,Juneau City and Borough,31275,101,61,Alaska,323,195
81,Kenai Peninsula Borough,55400,182,108,Alaska,329,195
82,Ketchikan Gateway Borough,13477,41,14,Alaska,304,104
83,Kodiak Island Borough,13592,64,11,Alaska,471,81
84,Kusilvak Census Area,7459,55,8,Alaska,737,107
85,Lake and Peninsula Borough,1631,10,1,Alaska,613,61
86,Matanuska-Susitna Borough,88995,323,100,Alaska,363,112
87,Nome Census Area,9492,55,29,Alaska,579,306
88,North Slope Borough,9430,48,5,Alaska,509,53
89,Northwest Arctic Borough,7523,55,1,Alaska,731,13
90,Petersburg Borough,3815,14,3,Alaska,367,79
91,Prince of Wales-Hyder Census Area,5559,18,3,Alaska,324,54
92,Sitka City and Borough,8881,27,26,Alaska,304,293
93,Skagway Municipality,968,3,0,Alaska,310,0
94,Southeast Fairbanks Census Area,7029,42,19,Alaska,598,270
95,Valdez-Cordova Census Area,9636,22,22,Alaska,228,228
96,Wrangell City and Borough,2369,6,2,Alaska,253,84
97,Yakutat City and Borough,662,2,0,Alaska,302,0
98,Yukon-Koyukuk Census Area,5588,21,9,Alaska,376,161
100,Apache County,71518,276,89,Arizona,386,124
101,Cochise County,131346,398,266,Arizona,303,203
102,Coconino County,134421,430,165,Arizona,320,123
103,Gila County,53597,163,209,Arizona,304,390
104,Graham County,37220,124,46,Arizona,333,124
105,Greenlee County,8437,18,27,Arizona,213,320
106,La Paz County,20489,42,25,Arizona,205,122
107,Maricopa County,3817117,13118,6313,Arizona,344,165
108,Mohave County,200186,491,571,Arizona,245,285
109,Navajo County,107449,456,202,Arizona,424,188
110,Pima County,980263,2896,2005,Arizona,295,205
111,Pinal County,375770,1173,636,Arizona,312,169
112,Santa Cruz County,47420,179,40,Arizona,377,84
113,Yavapai County,211033,462,643,Arizona,219,305
114,Yuma County,195751,708,268,Arizona,362,137
116,Arkansas County,19019,70,33,Arkansas,368,174
117,Ashley County,21853,58,48,Arkansas,265,220
118,Baxter County,41513,83,135,Arkansas,200,325
119,Benton County,221339,834,295,Arkansas,377,133
120,Boone County,36903,91,127,Arkansas,247,344
121,Bradley County,11508,33,60,Arkansas,287,521
122,Calhoun County,5368,15,4,Arkansas,279,75
123,Carroll County,27446,74,38,Arkansas,270,138
124,Chicot County,11800,34,20,Arkansas,288,169
125,Clark County,22995,67,96,Arkansas,291,417
126,Clay County,16083,37,84,Arkansas,230,522
127,Cleburne County,25970,71,104,Arkansas,273,400
128,Cleveland County,8689,21,42,Arkansas,242,483
129,Columbia County,24552,72,117,Arkansas,293,477
130,Conway County,21273,57,76,Arkansas,268,357
131,Craighead County,96443,338,173,Arkansas,350,179
132,Crawford County,61948,184,164,Arkansas,297,265
133,Crittenden County,50902,198,80,Arkansas,389,157
134,Cross County,17870,49,23,Arkansas,274,129
135,Dallas County,8116,26,50,Arkansas,320,616
136,Desha County,13008,42,51,Arkansas,323,392
137,Drew County,18509,45,65,Arkansas,243,351
138,Faulkner County,113237,388,239,Arkansas,343,211
139,Franklin County,18125,44,35,Arkansas,243,193
140,Fulton County,12245,31,70,Arkansas,253,572
141,Garland County,96024,292,367,Arkansas,304,382
142,Grant County,17853,46,31,Arkansas,258,174
143,Greene County,42090,128,91,Arkansas,304,216
144,Hempstead County,22609,104,51,Arkansas,460,226
145,Hot Spring County,32923,75,56,Arkansas,228,170
146,Howard County,13789,48,37,Arkansas,348,268
147,Independence County,36647,120,101,Arkansas,327,276
148,Izard County,13696,35,21,Arkansas,256,153
149,Jackson County,17997,44,36,Arkansas,244,200
150,Jefferson County,77435,250,202,Arkansas,323,261
151,Johnson County,25540,94,85,Arkansas,368,333
152,Lafayette County,7645,20,10,Arkansas,262,131
153,Lawrence County,17415,50,37,Arkansas,287,212
154,Lee County,10424,20,11,Arkansas,192,106
155,Lincoln County,14134,33,19,Arkansas,233,134
156,Little River County,13171,44,57,Arkansas,334,433
157,Logan County,22353,54,96,Arkansas,242,429
158,Lonoke County,68356,228,103,Arkansas,334,151
159,Madison County,15717,47,64,Arkansas,299,407
160,Marion County,16653,40,35,Arkansas,240,210
161,Miller County,43462,162,75,Arkansas,373,173
162,Mississippi County,46480,177,118,Arkansas,381,254
163,Monroe County,8149,30,9,Arkansas,368,110
164,Montgomery County,9487,25,8,Arkansas,264,84
165,Nevada County,8997,32,33,Arkansas,356,367
166,Newton County,8330,15,36,Arkansas,180,432
167,Ouachita County,26120,53,131,Arkansas,203,502
168,Perry County,10445,31,48,Arkansas,297,460
169,Phillips County,21757,67,38,Arkansas,308,175
170,Pike County,11291,25,49,Arkansas,221,434
171,Poinsett County,24583,58,100,Arkansas,236,407
172,Polk County,20662,52,44,Arkansas,252,213
173,Pope County,61754,201,112,Arkansas,325,181
174,Prairie County,8715,32,14,Arkansas,367,161
175,Pulaski County,382748,1415,850,Arkansas,370,222
176,Randolph County,17969,55,77,Arkansas,306,429
177,St. Francis County,28258,93,36,Arkansas,329,127
178,Saline County,107118,288,254,Arkansas,269,237
179,Scott County,11233,35,42,Arkansas,312,374
180,Searcy County,8195,14,32,Arkansas,171,390
181,Sebastian County,125744,414,311,Arkansas,329,247
182,Sevier County,17058,73,21,Arkansas,428,123
183,Sharp County,17264,40,44,Arkansas,232,255
184,Stone County,12394,21,50,Arkansas,169,403
185,Union County,41639,111,81,Arkansas,267,195
186,Van Buren County,17295,41,39,Arkansas,237,225
187,Washington County,203065,806,329,Arkansas,397,162
188,White County,77076,244,136,Arkansas,317,176
189,Woodruff County,7260,16,37,Arkansas,220,510
190,Yell County,22185,78,86,Arkansas,352,388
192,Alameda County,1510271,4879,2153,California,323,143
193,Alpine County,1175,2,4,California,170,340
194,Amador County,38091,79,84,California,207,221
195,Butte County,220000,622,516,California,283,235
196,Calaveras County,45578,74,141,California,162,309
197,Colusa County,21419,70,13,California,327,61
198,Contra Costa County,1049025,3015,1739,California,287,166
199,Del Norte County,28610,89,93,California,311,325
200,El Dorado County,181058,382,296,California,211,163
201,Fresno County,930450,3898,1591,California,419,171
202,Glenn County,28122,107,29,California,380,103
203,Humboldt County,134623,384,287,California,285,213
204,Imperial County,174528,688,181,California,394,104
205,Inyo County,18546,39,35,California,210,189
206,Kern County,839631,3486,1368,California,415,163
207,Kings County,152982,570,215,California,373,141
208,Lake County,64665,162,167,California,251,258
209,Lassen County,34895,84,92,California,241,264
210,Los Angeles County,9818605,31738,13803,California,323,141
211,Madera County,150865,574,325,California,380,215
212,Marin County,252409,589,475,California,233,188
213,Mariposa County,18251,31,22,California,170,121
214,Mendocino County,87841,305,178,California,347,203
215,Merced County,255793,1066,432,California,417,169
216,Modoc County,9686,27,17,California,279,176
217,Mono County,14202,31,20,California,218,141
218,Monterey County,415057,1675,517,California,404,125
219,Napa County,136484,389,320,California,285,234
220,Nevada County,98764,217,190,California,220,192
221,Orange County,3010232,9302,4310,California,309,143
222,Placer County,348432,951,711,California,273,204
223,Plumas County,20007,41,87,California,205,435
224,Riverside County,2189641,7215,3374,California,330,154
225,Sacramento County,1418788,5027,2491,California,354,176
226,San Benito County,55269,190,34,California,344,62
227,San Bernardino County,2035210,7465,3058,California,367,150
228,San Diego County,3095313,10719,4681,California,346,151
229,San Francisco County,805235,2118,1277,California,263,159
230,San Joaquin County,685306,2548,1099,California,372,160
231,San Luis Obispo County,269637,704,519,California,261,192
232,San Mateo County,718451,2289,1116,California,319,155
233,Santa Barbara County,423895,1510,760,California,356,179
234,Santa Clara County,1781642,5868,2168,California,329,122
235,Santa Cruz County,262382,812,442,California,309,168
236,Shasta County,177223,533,466,California,301,263
237,Sierra County,3240,7,20,California,216,617
238,Siskiyou County,44900,90,108,California,200,241
239,Solano County,413344,1188,643,California,287,156
240,Sonoma County,483878,1420,954,California,293,197
241,Stanislaus County,514453,1920,909,California,373,177
242,Sutter County,94737,324,220,California,342,232
243,Tehama County,63463,179,165,California,282,260
244,Trinity County,13786,33,53,California,239,384
245,Tulare County,442179,1856,648,California,420,147
246,Tuolumne County,55365,130,119,California,235,215
247,Ventura County,823318,2767,1266,California,336,154
248,Yolo County,200849,565,223,California,281,111
249,Yuba County,72155,284,95,California,394,132
251,Adams County,441603,1806,668,Colorado,409,151
252,Alamosa County,15445,76,15,Colorado,492,97
253,Arapahoe County,572003,2034,884,Colorado,356,155
254,Archuleta County,12084,21,27,Colorado,174,223
255,Baca County,3788,13,7,Colorado,343,185
256,Bent County,6499,12,25,Colorado,185,385
257,Boulder County,294567,765,346,Colorado,260,117
258,Broomfield County,55889,163,91,Colorado,292,163
259,Chaffee County,17809,30,29,Colorado,168,163
260,Cheyenne County,1836,4,2,Colorado,218,109
261,Clear Creek County,9088,14,32,Colorado,154,352
262,Conejos County,8256,41,5,Colorado,497,61
263,Costilla County,3524,7,11,Colorado,199,312
264,Crowley County,5823,12,3,Colorado,206,52
265,Custer County,4255,5,4,Colorado,118,94
266,Delta County,30952,85,110,Colorado,275,355
267,Denver County,600158,2407,1002,Colorado,401,167
268,Dolores County,2064,5,0,Colorado,242,0
269,Douglas County,285465,922,261,Colorado,323,91
270,Eagle County,52197,195,9,Colorado,374,17
271,Elbert County,23086,33,13,Colorado,143,56
272,El Paso County,622263,2258,864,Colorado,363,139
273,Fremont County,46824,79,155,Colorado,169,331
274,Garfield County,56389,230,82,Colorado,408,145
275,Gilpin County,5441,10,0,Colorado,184,0
276,Grand County,14843,28,4,Colorado,189,27
277,Gunnison County,15324,42,26,Colorado,274,170
278,Hinsdale County,843,0,0,Colorado,0,0
279,Huerfano County,6711,11,13,Colorado,164,194
280,Jackson County,1394,4,0,Colorado,287,0
281,Jefferson County,534543,1482,916,Colorado,277,171
282,Kiowa County,1398,3,2,Colorado,215,143
283,Kit Carson County,8270,29,27,Colorado,351,326
284,Lake County,7310,26,14,Colorado,356,192
285,La Plata County,51334,164,85,Colorado,319,166
286,Larimer County,299630,843,487,Colorado,281,163
287,Las Animas County,15507,29,38,Colorado,187,245
288,Lincoln County,5467,12,15,Colorado,219,274
289,Logan County,22709,57,29,Colorado,251,128
290,Mesa County,146723,477,327,Colorado,325,223
291,Mineral County,712,1,4,Colorado,140,562
292,Moffat County,13795,58,44,Colorado,420,319
293,Montezuma County,25535,83,40,Colorado,325,157
294,Montrose County,41276,124,67,Colorado,300,162
295,Morgan County,28159,125,41,Colorado,444,146
296,Otero County,18831,45,31,Colorado,239,165
297,Ouray County,4436,12,15,Colorado,271,338
298,Park County,16206,27,7,Colorado,167,43
299,Phillips County,4442,17,8,Colorado,383,180
300,Pitkin County,17148,35,17,Colorado,204,99
301,Prowers County,12551,39,9,Colorado,311,72
302,Pueblo County,159063,504,418,Colorado,317,263
303,Rio Blanco County,6666,22,17,Colorado,330,255
304,Rio Grande County,11982,43,14,Colorado,359,117
305,Routt County,23509,68,33,Colorado,289,140
306,Saguache County,6108,18,1,Colorado,295,16
307,San Juan County,699,0,1,Colorado,0,143
308,San Miguel County,7359,17,7,Colorado,231,95
309,Sedgwick County,2379,6,14,Colorado,252,588
310,Summit County,27994,64,3,Colorado,229,11
311,Teller County,23350,49,25,Colorado,210,107
312,Washington County,4814,12,5,Colorado,249,104
313,Weld County,252825,939,369,Colorado,371,146
314,Yuma County,10043,38,14,Colorado,378,139
316,Fairfield County,916829,2721,1505,Connecticut,297,164
317,Hartford County,894014,2453,1820,Connecticut,274,204
318,Litchfield County,189927,416,372,Connecticut,219,196
319,Middlesex County,165676,356,346,Connecticut,215,209
320,New Haven County,862477,2257,1716,Connecticut,262,199
321,New London County,274055,657,546,Connecticut,240,199
322,Tolland County,152691,338,298,Connecticut,221,195
323,Windham County,118428,290,244,Connecticut,245,206
325,Kent County,162310,570,329,Delaware,351,203
326,New Castle County,538479,1697,1038,Delaware,315,193
327,Sussex County,197145,575,472,Delaware,292,239
331,Alachua County,247336,695,356,Florida,281,144
332,Baker County,27115,81,77,Florida,299,284
333,Bay County,168852,516,401,Florida,306,237
334,Bradford County,28520,84,90,Florida,295,316
335,Brevard County,543376,1166,1362,Florida,215,251
336,Broward County,1748066,5072,3744,Florida,290,214
337,Calhoun County,14625,38,14,Florida,260,96
338,Charlotte County,159978,262,579,Florida,164,362
339,Citrus County,141236,243,596,Florida,172,422
340,Clay County,190865,515,332,Florida,270,174
341,Collier County,321520,786,751,Florida,244,234
342,Columbia County,67531,194,212,Florida,287,314
343,DeSoto County,34862,101,53,Florida,290,152
344,Dixie County,16422,37,50,Florida,225,304
345,Duval County,864263,3021,1747,Florida,350,202
346,Escambia County,297619,999,751,Florida,336,252
347,Flagler County,95696,227,226,Florida,237,236
348,Franklin County,11549,28,53,Florida,242,459
349,Gadsden County,46389,158,70,Florida,341,151
350,Gilchrist County,16939,49,18,Florida,289,106
351,Glades County,12884,19,8,Florida,147,62
352,Gulf County,15863,26,17,Florida,164,107
353,Hamilton County,14799,39,13,Florida,264,88
354,Hardee County,27731,87,73,Florida,314,263
355,Hendry County,39140,156,99,Florida,399,253
356,Hernando County,172778,368,634,Florida,213,367
357,Highlands County,98786,218,413,Florida,221,418
358,Hillsborough County,1229226,3764,2141,Florida,306,174
359,Holmes County,19927,49,84,Florida,246,422
360,Indian River County,138028,315,409,Florida,228,296
361,Jackson County,49746,120,98,Florida,241,197
362,Jefferson County,14761,32,15,Florida,217,102
363,Lafayette County,8870,23,22,Florida,259,248
364,Lake County,297052,734,814,Florida,247,274
365,Lee County,618754,1536,1464,Florida,248,237
366,Leon County,275487,750,349,Florida,272,127
367,Levy County,40801,111,144,Florida,272,353
368,Liberty County,8365,18,6,Florida,215,72
369,Madison County,19224,35,25,Florida,182,130
370,Manatee County,322833,780,849,Florida,242,263
371,Marion County,331298,761,999,Florida,230,302
372,Martin County,146318,295,452,Florida,202,309
373,Miami-Dade County,2496435,7275,4322,Florida,291,173
374,Monroe County,73090,154,127,Florida,211,174
375,Nassau County,73314,188,127,Florida,256,173
376,Okaloosa County,180822,611,314,Florida,338,174
377,Okeechobee County,39996,127,80,Florida,318,200
378,Orange County,1145956,3654,1554,Florida,319,136
379,Osceola County,268685,891,444,Florida,332,165
380,Palm Beach County,1320134,3335,3265,Florida,253,247
381,Pasco County,464697,1118,1229,Florida,241,264
382,Pinellas County,916542,1924,2684,Florida,210,293
383,Polk County,602095,1755,1298,Florida,291,216
384,Putnam County,74364,214,258,Florida,288,347
385,St. Johns County,190039,430,310,Florida,226,163
386,St. Lucie County,277789,715,619,Florida,257,223
387,Santa Rosa County,151372,451,277,Florida,298,183
388,Sarasota County,379448,692,1186,Florida,182,313
389,Seminole County,422718,1076,772,Florida,255,183
390,Sumter County,93420,101,280,Florida,108,300
391,Suwannee County,41551,122,69,Florida,294,166
392,Taylor County,22570,58,35,Florida,257,155
393,Union County,15535,40,23,Florida,257,148
394,Volusia County,494593,1167,1552,Florida,236,314
395,Wakulla County,30776,68,76,Florida,221,247
396,Walton County,55043,138,151,Florida,251,274
397,Washington County,24896,61,102,Florida,245,410
399,Appling County,18236,62,28,Georgia,340,154
400,Atkinson County,8375,26,7,Georgia,310,84
401,Bacon County,11096,38,58,Georgia,342,523
402,Baker County,3451,4,2,Georgia,116,58
403,Baldwin County,45720,120,129,Georgia,262,282
404,Banks County,18395,50,21,Georgia,272,114
405,Barrow County,69367,263,141,Georgia,379,203
406,Bartow County,100157,352,236,Georgia,351,236
407,Ben Hill County,17634,60,63,Georgia,340,357
408,Berrien County,19286,56,21,Georgia,290,109
409,Bibb County,155547,563,389,Georgia,362,250
410,Bleckley County,13063,27,52,Georgia,207,398
411,Brantley County,18411,50,20,Georgia,272,109
412,Brooks County,16243,45,61,Georgia,277,376
413,Bryan County,30233,111,32,Georgia,367,106
414,Bulloch County,70217,186,145,Georgia,265,207
415,Burke County,23316,81,89,Georgia,347,382
416,Butts County,23655,72,40,Georgia,304,169
417,Calhoun County,6694,12,3,Georgia,179,45
418,Camden County,50513,196,46,Georgia,388,91
419,Candler County,10998,38,14,Georgia,346,127
420,Carroll County,110527,384,186,Georgia,347,168
421,Catoosa County,63942,189,85,Georgia,296,133
422,Charlton County,12171,38,5,Georgia,312,41
423,Chatham County,265128,867,498,Georgia,327,188
424,Chattahoochee County,11267,52,1,Georgia,462,9
425,Chattooga County,26015,49,96,Georgia,188,369
426,Cherokee County,214346,663,261,Georgia,309,122
427,Clarke County,116714,364,201,Georgia,312,172
428,Clay County,3183,5,3,Georgia,157,94
429,Clayton County,259424,1081,387,Georgia,417,149
430,Clinch County,6798,17,29,Georgia,250,427
431,Cobb County,688078,2320,933,Georgia,337,136
432,Coffee County,42356,123,40,Georgia,290,94
433,Colquitt County,45498,188,72,Georgia,413,158
434,Columbia County,124053,408,137,Georgia,329,110
435,Cook County,17212,55,78,Georgia,320,453
436,Coweta County,127317,398,170,Georgia,313,134
437,Crawford County,12630,53,38,Georgia,420,301
438,Crisp County,23439,80,29,Georgia,341,124
439,Dade County,16633,22,29,Georgia,132,174
440,Dawson County,22330,54,31,Georgia,242,139
441,Decatur County,27842,90,55,Georgia,323,198
442,DeKalb County,691893,2665,984,Georgia,385,142
443,Dodge County,21796,62,24,Georgia,284,110
444,Dooly County,14918,32,46,Georgia,215,308
445,Dougherty County,94565,380,269,Georgia,402,284
446,Douglas County,132403,433,153,Georgia,327,116
447,Early County,11008,41,12,Georgia,372,109
448,Echols County,4034,14,10,Georgia,347,248
449,Effingham County,52250,140,53,Georgia,268,101
450,Elbert County,20166,59,66,Georgia,293,327
451,Emanuel County,22598,86,86,Georgia,381,381
452,Evans County,11000,47,5,Georgia,427,45
453,Fannin County,23682,48,56,Georgia,203,236
454,Fayette County,106567,194,227,Georgia,182,213
455,Floyd County,96317,324,202,Georgia,336,210
456,Forsyth County,175511,602,223,Georgia,343,127
457,Franklin County,22084,74,90,Georgia,335,408
458,Fulton County,920581,3157,1350,Georgia,343,147
459,Gilmer County,28292,92,46,Georgia,325,163
460,Glascock County,3082,10,13,Georgia,324,422
461,Glynn County,79626,262,217,Georgia,329,273
462,Gordon County,55186,183,79,Georgia,332,143
463,Grady County,25011,93,75,Georgia,372,300
464,Greene County,15994,41,78,Georgia,256,488
465,Gwinnett County,805321,2901,909,Georgia,360,113
466,Habersham County,43041,116,79,Georgia,270,184
467,Hall County,179684,635,220,Georgia,353,122
468,Hancock County,9429,25,4,Georgia,265,42
469,Haralson County,28780,87,101,Georgia,302,351
470,Harris County,32024,73,33,Georgia,228,103
471,Hart County,25213,71,38,Georgia,282,151
472,Heard County,11834,35,39,Georgia,296,330
473,Henry County,203922,575,211,Georgia,282,103
474,Houston County,139900,500,255,Georgia,357,182
475,Irwin County,9538,25,18,Georgia,262,189
476,Jackson County,60485,199,91,Georgia,329,150
477,Jasper County,13900,41,46,Georgia,295,331
478,Jeff Davis County,15068,63,12,Georgia,418,80
479,Jefferson County,16930,50,75,Georgia,295,443
480,Jenkins County,8340,34,40,Georgia,408,480
481,Johnson County,9980,34,7,Georgia,341,70
482,Jones County,28669,82,76,Georgia,286,265
483,Lamar County,18317,46,41,Georgia,251,224
484,Lanier County,10078,28,34,Georgia,278,337
485,Laurens County,48434,175,164,Georgia,361,339
486,Lee County,28298,74,68,Georgia,262,240
487,Liberty County,63453,358,113,Georgia,564,178
488,Lincoln County,7996,10,9,Georgia,125,113
489,Long County,14464,49,5,Georgia,339,35
490,Lowndes County,109233,416,237,Georgia,381,217
491,Lumpkin County,29966,85,37,Georgia,284,123
492,McDuffie County,21875,82,113,Georgia,375,517
493,McIntosh County,14333,25,11,Georgia,174,77
494,Macon County,14740,35,52,Georgia,237,353
495,Madison County,28120,90,42,Georgia,320,149
496,Marion County,8742,24,32,Georgia,275,366
497,Meriwether County,21992,59,86,Georgia,268,391
498,Miller County,6125,10,10,Georgia,163,163
499,Mitchell County,23498,78,74,Georgia,332,315
500,Monroe County,26424,74,86,Georgia,280,325
501,Montgomery County,9123,33,34,Georgia,362,373
502,Morgan County,17868,58,24,Georgia,325,134
503,Murray County,39628,109,84,Georgia,275,212
504,Muscogee County,189885,831,390,Georgia,438,205
505,Newton County,99958,345,225,Georgia,345,225
506,Oconee County,32808,99,72,Georgia,302,219
507,Oglethorpe County,14899,40,38,Georgia,268,255
508,Paulding County,142324,509,214,Georgia,358,150
509,Peach County,27695,81,29,Georgia,292,105
510,Pickens County,29431,77,51,Georgia,262,173
511,Pierce County,18758,57,37,Georgia,304,197
512,Pike County,17869,40,19,Georgia,224,106
513,Polk County,41475,146,86,Georgia,352,207
514,Pulaski County,12010,27,10,Georgia,225,83
515,Putnam County,21218,47,73,Georgia,222,344
516,Quitman County,2513,8,13,Georgia,318,517
517,Rabun County,16276,45,33,Georgia,276,203
518,Randolph County,7719,18,41,Georgia,233,531
519,Richmond County,200549,690,468,Georgia,344,233
520,Rockdale County,85215,233,96,Georgia,273,113
521,Schley County,5010,12,1,Georgia,240,20
522,Screven County,14593,50,56,Georgia,343,384
523,Seminole County,8729,19,14,Georgia,218,160
524,Spalding County,64073,228,190,Georgia,356,297
525,Stephens County,26175,66,92,Georgia,252,351
526,Stewart County,6058,11,24,Georgia,182,396
527,Sumter County,32819,117,124,Georgia,357,378
528,Talbot County,6865,11,6,Georgia,160,87
529,Taliaferro County,1717,3,2,Georgia,175,116
530,Tattnall County,25520,81,71,Georgia,317,278
531,Taylor County,8906,22,48,Georgia,247,539
532,Telfair County,16500,35,16,Georgia,212,97
533,Terrell County,9315,29,7,Georgia,311,75
534,Thomas County,44720,158,145,Georgia,353,324
535,Tift County,40118,125,57,Georgia,312,142
536,Toombs County,27223,93,40,Georgia,342,147
537,Towns County,10471,21,25,Georgia,201,239
538,Treutlen County,6885,25,5,Georgia,363,73
539,Troup County,67044,185,203,Georgia,276,303
540,Turner County,8930,26,42,Georgia,291,470
541,Twiggs County,9023,13,17,Georgia,144,188
542,Union County,21356,40,48,Georgia,187,225
543,Upson County,27153,82,119,Georgia,302,438
544,Walker County,68756,180,124,Georgia,262,180
545,Walton County,83768,260,143,Georgia,310,171
546,Ware County,36312,127,134,Georgia,350,369
547,Warren County,5834,13,34,Georgia,223,583
548,Washington County,21187,52,87,Georgia,245,411
549,Wayne County,30099,104,115,Georgia,346,382
550,Webster County,2799,4,9,Georgia,143,322
551,Wheeler County,7421,15,4,Georgia,202,54
552,White County,27144,54,57,Georgia,199,210
553,Whitfield County,102599,379,146,Georgia,369,142
554,Wilcox County,9255,21,55,Georgia,227,594
555,Wilkes County,10593,28,19,Georgia,264,179
556,Wilkinson County,9563,33,42,Georgia,345,439
557,Worth County,21679,57,65,Georgia,263,300
559,Hawaii County,185079,594,355,Hawaii,321,192
560,Honolulu County,953207,3382,1755,Hawaii,355,184
561,Kalawao County,90,0,0,Hawaii,0,0
562,Kauai County,67091,193,165,Hawaii,288,246
563,Maui County,154834,478,259,Hawaii,309,167
565,Ada County,392365,1310,485,Idaho,334,124
566,Adams County,3976,7,3,Idaho,176,75
567,Bannock County,82839,354,118,Idaho,427,142
568,Bear Lake County,5986,31,26,Idaho,518,434
569,Benewah County,9285,30,12,Idaho,323,129
570,Bingham County,45607,223,62,Idaho,489,136
571,Blaine County,21376,59,39,Idaho,276,182
572,Boise County,7028,7,18,Idaho,100,256
573,Bonner County,40877,95,97,Idaho,232,237
574,Bonneville County,104234,510,138,Idaho,489,132
575,Boundary County,10972,28,43,Idaho,255,392
576,Butte County,2891,15,0,Idaho,519,0
577,Camas County,1117,7,0,Idaho,627,0
578,Canyon County,188923,812,243,Idaho,430,129
579,Caribou County,6963,25,10,Idaho,359,144
580,Cassia County,22952,104,70,Idaho,453,305
581,Clark County,982,3,4,Idaho,305,407
582,Clearwater County,8761,17,40,Idaho,194,457
583,Custer County,4368,6,14,Idaho,137,321
584,Elmore County,27038,131,22,Idaho,485,81
585,Franklin County,12786,59,35,Idaho,461,274
586,Fremont County,13242,59,41,Idaho,446,310
587,Gem County,16719,41,32,Idaho,245,191
588,Gooding County,15464,58,52,Idaho,375,336
589,Idaho County,16267,40,21,Idaho,246,129
